taux_de_reussite_g;nombre_eleves_segpa;nombre_eleves_ulis;garcons;filles
75.0;48;13;145;145
96.0;60;12;393;354
89.0;81;11;377;317
92.0;58;9;425;343
71.0;54;11;318;316
87.0;72;14;369;412
83.0;51;8;364;353
86.0;62;13;308;298
84.0;57;29;325;335
85.0;60;13;374;436
92.0;64;11;533;459
92.0;43;11;378;335
85.0;53;13;366;294
94.0;54;13;362;367
78.0;46;12;226;215
78.0;59;28;362;372
87.0;72;24;440;475
85.0;47;13;353;359
80.0;55;21;381;298
78.0;60;12;297;283
97.0;42;17;305;285
95.0;118;12;398;407
88.0;57;12;274;257
79.0;91;24;468;399
85.0;50;13;308;307
94.0;131;12;274;262
89.0;54;4;248;237
91.0;9;18;280;266
89.0;56;14;411;328
95.0;63;28;386;371
65.0;61;11;296;284
87.0;58;3;186;209
88.0;29;12;189;141
95.0;61;13;234;209
83.0;60;14;242;197
96.0;42;14;296;311
84.0;54;8;415;344
80.0;56;12;314;310
82.0;65;27;332;333
90.0;48;13;421;349
87.0;61;10;236;235
87.0;63;19;216;173
88.0;57;13;317;262
88.0;91;22;336;283
91.0;62;12;330;335
91.0;47;12;267;248
91.0;64;13;464;423
73.0;58;13;179;138
96.0;56;14;323;262
85.0;115;20;309;281
83.0;39;12;327;317
93.0;48;12;376;338
85.0;41;12;376;324
82.0;61;11;188;171
86.0;51;15;169;128
78.0;57;11;390;387
83.0;62;11;347;336
96.0;85;14;478;448
70.0;64;26;192;174
96.0;47;15;151;130
92.0;62;6;535;461
87.0;54;18;387;332
96.0;58;14;482;474
88.0;53;14;305;262
96.0;44;11;411;289
84.0;55;9;410;353
93.0;43;12;213;209
86.0;45;15;295;211
85.0;56;6;263;239
88.0;125;13;440;346
86.0;53;16;229;226
94.0;26;13;269;269
95.0;62;27;392;363
84.0;101;14;389;339
86.0;53;14;294;303
92.0;20;12;188;204
85.0;68;27;509;465
69.0;72;10;481;418
84.0;51;10;340;294
91.0;56;14;234;268
86.0;93;17;358;287
88.0;130;12;436;416
77.0;62;12;252;243
89.0;65;14;349;308
83.0;44;4;226;179
84.0;62;11;414;377
88.0;100;13;214;191
75.0;57;38;363;380
92.0;38;39;407;330
79.0;40;10;248;230
92.0;56;11;192;208
80.0;63;13;423;428
91.0;35;11;212;194
86.0;53;12;370;323
88.0;26;11;246;257
84.0;79;13;223;216
81.0;62;11;317;319
76.0;55;12;331;360
100.0;48;11;348;374
76.0;49;16;362;337
86.0;41;14;413;456
88.0;29;24;270;249
87.0;42;12;364;297
84.0;30;9;294;282
85.0;51;12;160;196
94.0;65;13;187;150
85.0;62;13;341;360
87.0;59;26;274;301
94.0;46;28;251;232
84.0;90;24;339;283
70.0;61;14;408;380
89.0;63;13;320;314
90.0;72;10;392;317
78.0;28;7;280;267
67.0;78;10;355;282
91.0;58;12;353;345
87.0;66;12;264;274
96.0;64;12;228;216
76.0;39;8;208;179
92.0;62;14;575;498
74.0;51;24;273;240
70.0;85;14;277;294
94.0;66;13;154;129
95.0;37;13;216;207
91.0;62;10;255;251
86.0;72;10;477;418
86.0;69;12;339;365
96.0;61;13;198;212
84.0;70;13;245;198
88.0;61;13;347;297
88.0;122;13;350;300
87.0;46;24;397;366
86.0;65;13;382;337
87.0;52;10;270;240
90.0;64;15;261;269
87.0;51;13;339;296
100.0;64;16;472;446
100.0;61;10;220;186
78.0;49;16;362;337
97.0;63;16;435;394
88.0;73;16;352;347
89.0;60;13;410;403
78.0;63;11;204;211
86.0;53;21;445;413
89.0;43;12;365;378
94.0;38;26;205;202
81.0;49;13;237;223
86.0;45;12;261;233
89.0;80;11;374;314
84.0;48;14;315;283
93.0;44;15;480;500
82.0;117;12;404;390
81.0;85;11;345;309
94.0;41;10;298;289
92.0;71;12;375;356
98.0;61;19;765;733
100.0;19;13;220;215
93.0;63;14;532;500
94.0;47;7;275;245
99.0;64;11;406;331
81.0;150;26;515;535
68.0;62;14;242;243
85.0;38;13;155;154
90.0;56;11;257;224
87.0;55;12;341;341
91.0;57;14;262;277
92.0;45;11;374;290
94.0;61;24;268;231
90.0;32;9;296;332
82.0;66;13;324;329
90.0;39;16;305;313
100.0;60;8;291;280
96.0;42;12;351;315
94.0;33;9;295;321
92.0;57;12;497;540
90.0;60;13;191;173
87.0;26;12;414;434
94.0;56;6;263;239
97.0;14;19;298;233
82.0;36;13;331;353
81.0;65;12;172;174
88.0;48;13;270;296
93.0;66;11;263;270
88.0;50;14;264;235
81.0;60;12;250;203
99.0;50;24;371;320
93.0;59;13;191;175
98.0;41;12;192;212
97.0;46;15;276;280
84.0;60;11;241;212
93.0;63;13;346;314
86.0;49;14;297;259
79.0;63;12;337;350
92.0;62;12;415;370
89.0;35;10;430;371
88.0;71;12;353;345
87.0;60;12;295;270
79.0;74;11;307;278
90.0;122;25;490;461
81.0;60;11;218;194
80.0;52;24;203;167
91.0;75;12;463;392
84.0;55;14;273;226
80.0;60;13;425;403
82.0;45;9;208;218
86.0;65;18;251;204
88.0;48;12;262;246
73.0;53;9;228;197
94.0;52;10;331;278
79.0;43;18;543;499
90.0;67;9;230;227
93.0;26;13;289;287
69.0;37;9;306;242
92.0;48;37;431;344
92.0;59;12;283;243
95.0;28;11;199;199
98.0;58;12;457;387
92.0;49;13;227;238
88.0;98;33;502;449
69.0;28;11;289;316
82.0;108;14;238;239
78.0;55;16;348;310
86.0;60;26;232;200
68.0;55;26;324;286
82.0;53;14;364;335
82.0;58;13;281;283
74.0;35;12;202;204
78.0;30;13;214;172
87.0;45;7;310;291
86.0;65;8;390;345
72.0;52;10;289;269
82.0;106;12;369;340
97.0;51;9;281;221
90.0;68;11;291;295
70.0;58;15;226;220
84.0;61;13;300;287
94.0;54;11;343;361
92.0;47;9;303;319
98.0;24;7;177;188
78.0;62;14;344;371
86.0;65;16;477;416
86.0;56;15;377;387
86.0;65;9;352;412
76.0;37;13;334;373
69.0;89;14;305;268
97.0;68;11;291;295
80.0;48;12;217;204
87.0;53;12;227;232
91.0;60;12;347;335
95.0;60;14;290;238
84.0;19;22;379;388
87.0;58;14;424;347
66.0;90;11;379;336
78.0;56;11;293;284
73.0;47;14;199;204
88.0;62;22;394;373
88.0;62;13;330;340
97.0;48;16;295;249
92.0;62;24;296;217
77.0;63;13;309;261
83.0;76;13;335;376
88.0;37;10;246;181
91.0;11;22;287;267
76.0;51;22;227;172
88.0;50;9;183;147
75.0;61;10;468;448
79.0;55;13;222;184
93.0;57;11;229;197
86.0;89;13;429;372
96.0;49;13;380;354
75.0;54;14;233;206
65.0;48;10;179;173
93.0;47;14;369;379
79.0;49;13;261;262
76.0;61;10;247;209
100.0;54;12;160;131
93.0;54;13;353;351
93.0;30;10;199;183
81.0;62;26;474;427
93.0;43;11;379;354
85.0;7;10;223;255
87.0;66;3;214;211
84.0;60;27;264;223
81.0;53;10;240;209
71.0;59;14;321;343
94.0;58;9;378;329
82.0;59;15;171;140
94.0;105;13;387;288
87.0;52;12;278;244
84.0;94;11;304;288
79.0;63;12;381;358
88.0;63;11;321;291
82.0;95;11;362;340
82.0;62;13;341;360
90.0;123;22;512;441
99.0;53;14;375;336
93.0;52;15;460;486
93.0;46;8;361;330
88.0;59;13;204;240
90.0;54;12;296;290
85.0;40;14;281;213
62.0;58;8;255;257
83.0;77;11;214;176
92.0;45;9;361;293
83.0;63;12;325;390
92.0;54;17;446;391
95.0;51;23;236;200
89.0;66;17;373;366
70.0;67;24;418;400
92.0;53;26;164;172
78.0;21;11;276;266
89.0;60;12;261;286
100.0;67;11;506;532
96.0;45;12;357;333
90.0;61;18;432;396
78.0;60;12;386;338
84.0;95;12;339;280
83.0;53;11;193;182
100.0;22;11;312;366
89.0;52;17;278;240
87.0;34;22;309;271
62.0;58;11;264;260
75.0;54;11;298;281
85.0;64;12;392;379
70.0;55;14;157;167
89.0;38;12;292;220
92.0;52;11;185;216
83.0;52;12;340;301
84.0;56;29;337;323
69.0;103;8;843;982
89.0;64;12;304;268
81.0;45;12;261;233
94.0;41;14;333;296
87.0;57;12;296;247
85.0;56;9;253;220
96.0;41;14;165;155
90.0;47;25;341;322
92.0;85;14;284;250
77.0;64;3;377;325
84.0;56;12;342;341
78.0;57;14;259;289
81.0;64;12;351;310
84.0;62;12;361;324
90.0;47;12;250;258
75.0;104;18;242;274
91.0;64;12;221;180
91.0;42;11;438;406
66.0;45;12;204;194
98.0;51;13;266;226
86.0;122;12;238;234
96.0;66;5;334;284
88.0;64;14;334;303
82.0;60;12;333;312
95.0;32;12;199;213
90.0;31;20;205;169
94.0;49;12;386;373
84.0;62;12;216;211
86.0;30;8;184;169
93.0;57;14;302;239
88.0;63;17;215;196
76.0;59;7;348;274
76.0;61;13;333;331
88.0;105;10;356;378
90.0;47;8;472;431
97.0;62;13;314;267
82.0;62;14;377;393
73.0;42;12;205;227
81.0;28;23;263;247
79.0;50;14;177;212
80.0;56;11;417;387
94.0;49;18;413;346
90.0;41;13;175;178
96.0;44;15;480;500
93.0;60;15;422;427
90.0;61;13;435;340
97.0;13;16;291;240
89.0;67;16;221;198
92.0;62;12;306;303
87.0;117;10;373;334
83.0;54;23;370;356
90.0;52;8;381;343
94.0;87;13;444;406
82.0;124;12;515;360
80.0;53;14;364;335
85.0;56;12;252;219
79.0;93;11;397;330
99.0;56;12;230;216
81.0;50;12;381;358
86.0;52;11;289;266
100.0;33;13;366;292
82.0;65;11;491;450
85.0;48;11;230;199
88.0;49;13;260;187
75.0;61;12;329;309
88.0;63;15;435;337
95.0;51;7;592;592
94.0;60;24;326;237
92.0;55;12;303;302
99.0;62;12;402;335
89.0;28;12;236;206
95.0;54;27;370;334
90.0;40;13;355;284
83.0;49;13;329;321
88.0;63;12;285;292
82.0;47;13;287;308
91.0;53;14;294;303
79.0;59;15;171;140
91.0;48;12;279;233
66.0;59;12;303;299
96.0;51;23;236;200
88.0;55;13;326;295
88.0;71;12;238;239
97.0;58;10;374;366
90.0;74;27;287;229
76.0;64;12;317;323
90.0;54;16;401;421
82.0;46;9;343;288
86.0;86;11;349;301
93.0;37;8;169;159
91.0;66;11;263;270
98.0;19;8;189;212
92.0;24;13;279;266
96.0;54;27;274;243
84.0;77;12;650;653
94.0;26;13;289;287
85.0;48;13;269;286
99.0;101;13;438;348
94.0;99;13;469;422
90.0;51;17;430;420
95.0;76;15;415;331
78.0;51;9;277;263
96.0;50;13;383;358
94.0;32;10;272;266
89.0;53;10;311;259
81.0;46;24;397;366
92.0;61;12;341;317
93.0;117;11;359;321
86.0;51;14;196;176
86.0;62;13;333;310
74.0;40;13;239;224
88.0;28;13;181;144
76.0;55;14;157;167
89.0;60;11;357;354
98.0;26;3;152;197
88.0;61;22;424;395
87.0;55;12;225;190
72.0;75;14;341;304
77.0;88;12;235;270
85.0;60;12;326;282
95.0;46;24;323;360
89.0;57;7;282;284
94.0;29;4;181;153
84.0;98;12;388;353
73.0;44;12;212;233
73.0;46;16;245;207
80.0;61;12;304;296
92.0;56;25;230;239
96.0;55;15;299;268
81.0;66;16;330;369
79.0;55;9;410;353
91.0;63;11;332;301
98.0;45;11;440;439
84.0;61;14;280;258
72.0;102;16;429;466
77.0;92;11;295;261
79.0;13;16;293;240
92.0;60;14;284;332
85.0;60;26;624;609
68.0;61;9;719;697
84.0;64;14;345;337
96.0;91;24;468;399
72.0;95;14;357;307
90.0;50;13;214;185
79.0;84;27;438;399
85.0;62;14;376;324
84.0;53;24;470;419
77.0;61;22;414;387
73.0;59;14;316;290
81.0;63;12;325;390
80.0;62;20;398;323
74.0;85;14;293;270
88.0;55;15;383;367
100.0;55;15;311;204
91.0;30;11;196;184
89.0;26;12;146;170
87.0;87;13;337;340
96.0;34;16;514;504
89.0;46;14;365;351
81.0;107;23;363;338
87.0;51;16;301;261
96.0;13;11;357;320
86.0;50;8;295;282
86.0;62;15;240;228
85.0;54;11;314;303
95.0;54;13;199;168
79.0;51;6;207;205
83.0;26;10;419;423
76.0;80;16;295;269
91.0;54;17;276;291
90.0;46;11;391;365
83.0;56;11;298;281
93.0;54;16;401;421
94.0;71;13;313;357
98.0;45;20;158;112
95.0;46;18;302;249
85.0;62;11;309;341
83.0;60;16;220;197
98.0;50;13;245;232
92.0;55;7;455;384
90.0;47;13;441;386
87.0;64;8;188;198
83.0;62;13;294;265
81.0;66;11;278;245
82.0;82;24;338;265
94.0;89;13;289;261
66.0;87;18;617;561
82.0;118;12;410;405
91.0;62;15;452;416
92.0;51;9;518;531
91.0;63;12;349;323
99.0;48;13;230;178
79.0;63;23;375;300
95.0;54;14;268;260
91.0;43;11;349;329
91.0;55;13;310;314
92.0;50;13;241;197
70.0;63;4;398;391
97.0;39;15;209;205
83.0;53;13;279;238
73.0;62;13;219;207
81.0;102;10;449;348
88.0;60;15;410;385
86.0;45;9;208;218
92.0;28;12;197;183
86.0;59;12;330;337
94.0;62;12;275;263
86.0;56;15;359;342
83.0;61;16;327;264
92.0;52;15;490;467
86.0;56;13;322;266
73.0;50;12;176;188
76.0;54;11;272;218
92.0;26;14;216;209
89.0;64;12;411;391
96.0;58;22;332;302
91.0;20;25;378;384
83.0;48;12;385;365
85.0;69;13;358;313
62.0;60;17;455;411
87.0;32;9;266;213
93.0;62;22;226;257
76.0;48;10;373;393
95.0;67;11;370;300
90.0;74;13;314;280
84.0;64;13;239;228
94.0;45;27;221;211
97.0;66;18;317;256
87.0;26;7;262;227
88.0;120;12;283;272
76.0;45;13;381;374
86.0;61;14;492;381
78.0;61;12;345;275
84.0;58;27;426;381
100.0;61;12;195;190
74.0;56;13;211;179
91.0;65;9;187;176
84.0;92;12;359;330
91.0;58;11;284;239
83.0;63;13;294;270
86.0;101;13;387;384
78.0;61;9;363;332
95.0;32;12;258;219
90.0;63;12;306;315
92.0;74;24;256;177
93.0;44;15;359;387
87.0;49;20;282;293
79.0;100;13;245;216
89.0;63;13;294;270
94.0;64;12;277;244
67.0;52;12;348;354
86.0;58;16;382;377
96.0;47;12;333;307
95.0;49;13;285;271
78.0;53;14;301;295
86.0;64;16;314;332
92.0;56;6;303;287
93.0;76;15;415;331
91.0;89;12;362;299
91.0;60;13;329;326
66.0;110;12;579;644
94.0;50;13;378;363
77.0;24;23;248;257
87.0;58;10;315;293
94.0;55;18;408;355
97.0;63;11;386;393
93.0;68;11;288;302
95.0;62;11;309;341
74.0;46;25;258;246
76.0;41;12;327;349
93.0;50;12;243;222
77.0;62;25;378;366
98.0;60;13;283;277
82.0;56;12;404;389
89.0;79;24;312;301
77.0;64;12;396;373
95.0;30;23;419;384
86.0;49;14;308;232
94.0;74;10;324;290
83.0;54;12;361;373
83.0;56;12;432;340
93.0;64;14;342;349
81.0;58;12;188;185
89.0;32;12;195;173
89.0;63;9;590;541
79.0;58;12;222;211
83.0;53;10;153;139
91.0;52;12;282;209
83.0;62;12;342;294
94.0;73;13;386;344
83.0;126;11;538;488
79.0;93;12;466;429
76.0;49;12;241;268
81.0;58;12;412;406
89.0;58;13;253;259
90.0;35;23;310;281
85.0;51;13;378;335
83.0;91;25;342;340
69.0;62;12;331;276
74.0;26;10;125;127
82.0;118;29;552;523
82.0;67;13;217;248
63.0;56;20;335;283
96.0;56;14;309;281
75.0;86;18;282;293
94.0;27;12;282;281
94.0;62;15;423;416
89.0;64;13;244;261
87.0;50;14;243;171
79.0;58;12;307;286
97.0;67;12;301;299
88.0;61;13;230;212
84.0;61;14;408;380
89.0;37;11;219;273
65.0;45;12;262;247
86.0;64;12;297;292
77.0;26;10;238;221
83.0;126;12;372;337
81.0;67;11;250;207
89.0;44;12;449;363
86.0;122;22;404;359
98.0;75;11;212;175
75.0;53;39;393;387
88.0;68;15;269;272
93.0;57;28;435;380
94.0;87;22;380;346
80.0;64;12;340;308
95.0;51;12;255;257
80.0;92;21;310;286
95.0;60;12;228;251
97.0;59;24;409;377
66.0;50;10;284;279
99.0;60;11;256;222
77.0;50;14;379;400
90.0;88;37;555;556
89.0;58;13;253;252
88.0;61;9;363;332
81.0;56;12;223;189
69.0;54;12;368;373
92.0;54;11;200;210
83.0;102;10;281;268
84.0;38;14;318;317
89.0;83;24;389;344
82.0;55;11;307;258
96.0;51;11;183;195
82.0;54;14;286;264
93.0;37;24;382;407
90.0;40;13;220;174
91.0;52;11;399;398
90.0;41;13;437;379
85.0;32;14;271;279
93.0;64;24;307;306
86.0;50;12;209;231
77.0;47;10;210;190
90.0;91;11;367;343
81.0;58;15;333;351
84.0;62;12;275;263
74.0;55;13;320;300
81.0;62;27;468;426
81.0;40;14;210;206
82.0;57;12;280;249
66.0;43;14;194;193
92.0;43;11;379;354
74.0;101;8;377;381
88.0;56;7;430;375
90.0;57;18;272;293
88.0;62;13;344;331
93.0;89;13;295;295
94.0;67;14;346;274
81.0;62;11;416;407
74.0;65;6;286;303
88.0;40;13;320;384
92.0;48;12;339;296
87.0;64;12;306;320
93.0;45;15;347;330
96.0;46;12;350;305
79.0;124;14;333;294
87.0;64;12;426;381
69.0;93;12;373;339
92.0;55;11;307;258
75.0;46;31;311;272
74.0;61;12;387;401
98.0;58;8;289;292
90.0;50;15;327;301
94.0;57;12;321;281
93.0;39;13;238;224
88.0;50;12;222;187
90.0;54;11;369;366
92.0;67;12;281;231
88.0;58;11;207;175
86.0;57;11;376;358
88.0;52;12;360;361
86.0;34;12;270;281
83.0;67;15;304;275
85.0;51;16;301;261
89.0;63;12;271;290
77.0;62;8;361;318
84.0;38;13;274;296
82.0;41;12;327;349
69.0;76;26;355;342
94.0;37;21;301;248
91.0;24;10;213;152
89.0;62;12;245;230
80.0;60;12;373;346
92.0;51;10;166;176
92.0;55;13;233;238
93.0;57;14;367;327
76.0;54;15;337;312
74.0;63;12;273;260
82.0;51;9;323;325
90.0;24;20;168;180
77.0;60;18;375;332
91.0;62;14;575;498
78.0;57;13;428;388
87.0;64;14;345;337
76.0;51;15;195;185
79.0;17;19;333;273
84.0;64;13;211;206
89.0;55;13;214;238
82.0;94;13;390;361
95.0;42;22;309;247
88.0;79;24;312;301
62.0;82;12;501;407
87.0;10;11;173;151
80.0;90;24;339;283
94.0;58;14;425;378
93.0;68;24;240;258
91.0;48;14;343;330
77.0;69;11;230;192
89.0;72;19;265;186
89.0;66;13;243;187
81.0;64;13;259;241
85.0;128;12;354;338
93.0;78;38;237;251
76.0;52;24;203;167
97.0;65;11;361;312
91.0;49;10;279;202
90.0;46;11;213;196
96.0;39;12;296;216
87.0;71;4;385;365
78.0;124;24;402;308
92.0;52;10;239;256
76.0;61;12;221;203
86.0;53;12;233;244
68.0;68;20;305;263
89.0;59;16;433;372
93.0;62;10;280;269
88.0;60;16;350;325
81.0;52;24;258;272
85.0;62;11;239;234
99.0;42;15;273;229
88.0;38;8;201;263
91.0;30;5;229;258
84.0;55;24;401;400
96.0;66;25;282;240
79.0;54;11;231;228
71.0;50;13;212;203
88.0;29;1;180;157
75.0;60;12;331;292
70.0;59;13;192;228
84.0;59;12;269;234
78.0;56;11;192;208
100.0;47;15;188;165
98.0;63;14;422;531
65.0;125;5;622;614
96.0;15;13;230;235
96.0;59;13;316;260
93.0;56;15;356;335
82.0;53;12;333;283
85.0;59;13;361;418
93.0;54;12;412;343
82.0;18;15;215;266
74.0;61;13;303;315
89.0;52;13;348;344
88.0;64;22;448;406
92.0;56;12;310;321
79.0;53;26;164;172
87.0;54;12;332;314
86.0;58;14;274;256
83.0;57;7;301;296
87.0;43;11;334;301
78.0;65;12;346;281
87.0;48;14;358;309
88.0;34;12;360;320
68.0;55;11;798;750
83.0;127;11;392;354
76.0;54;12;368;373
97.0;61;9;171;171
95.0;63;10;242;207
96.0;55;27;319;309
93.0;59;18;250;204
89.0;69;15;243;195
86.0;55;11;235;225
99.0;12;6;239;194
78.0;51;8;364;353
68.0;53;12;342;302
95.0;56;12;383;414
96.0;63;12;323;318
80.0;98;16;889;890
87.0;52;14;258;223
76.0;55;24;205;158
68.0;61;14;324;304
81.0;42;22;296;298
65.0;42;14;297;288
90.0;61;16;327;264
71.0;55;19;254;231
91.0;54;11;274;238
76.0;123;13;551;433
76.0;44;18;244;204
96.0;48;13;364;362
80.0;64;12;351;310
92.0;93;13;309;284
71.0;57;11;304;315
90.0;57;12;168;162
76.0;60;26;374;356
85.0;39;16;262;254
74.0;43;12;249;211
74.0;39;12;214;205
73.0;64;14;350;349
93.0;42;14;302;312
85.0;73;14;227;212
85.0;62;13;290;312
87.0;62;12;293;250
68.0;62;12;249;264
88.0;56;14;270;298
81.0;64;12;288;255
86.0;43;10;335;341
81.0;53;12;233;244
88.0;28;13;241;266
94.0;33;13;289;260
78.0;46;9;289;266
85.0;23;17;249;213
88.0;61;12;347;329
84.0;54;10;319;296
94.0;77;12;163;139
92.0;38;16;251;267
85.0;60;12;399;404
82.0;48;13;274;222
88.0;95;6;341;369
79.0;50;11;269;290
86.0;54;25;421;405
88.0;55;19;396;366
75.0;49;8;142;164
90.0;57;13;281;273
81.0;62;11;397;429
84.0;47;17;283;299
82.0;31;27;222;262
89.0;55;13;269;246
96.0;42;14;335;326
76.0;53;12;221;208
90.0;50;12;181;164
78.0;76;12;369;309
80.0;65;14;332;308
92.0;64;11;403;340
87.0;30;12;281;305
92.0;49;7;284;287
82.0;58;13;302;308
77.0;92;14;346;342
76.0;57;14;220;253
87.0;124;23;482;439
97.0;61;10;415;387
88.0;124;12;300;288
89.0;41;12;288;244
93.0;118;14;365;339
87.0;54;11;250;224
91.0;48;14;362;359
87.0;83;14;271;316
91.0;31;9;237;218
92.0;56;31;637;584
83.0;59;21;369;348
92.0;94;12;305;283
95.0;31;17;185;193
87.0;49;28;384;354
88.0;80;13;369;358
74.0;63;12;291;315
82.0;55;14;273;226
90.0;46;13;383;323
100.0;37;11;351;357
66.0;61;11;332;316
80.0;57;14;352;323
74.0;42;14;268;280
81.0;25;28;231;236
85.0;48;18;297;296
78.0;61;12;301;298
88.0;40;24;303;260
79.0;62;12;186;208
78.0;58;11;407;350
94.0;63;10;328;305
87.0;32;6;255;215
91.0;50;13;369;350
86.0;67;12;423;442
67.0;35;13;243;210
88.0;89;11;361;366
92.0;47;13;393;342
76.0;58;17;373;281
81.0;48;10;199;170
92.0;60;12;399;404
84.0;54;13;274;255
89.0;33;14;155;161
96.0;45;12;383;368
76.0;48;13;205;187
94.0;145;12;287;268
94.0;73;10;272;273
95.0;60;12;275;272
93.0;44;28;335;327
97.0;67;12;391;366
90.0;72;10;375;374
78.0;87;14;279;237
95.0;53;12;410;379
78.0;69;26;220;216
95.0;51;14;196;176
90.0;62;12;293;281
88.0;64;12;288;245
94.0;29;12;263;305
89.0;36;13;254;247
83.0;90;15;335;313
91.0;31;11;136;168
77.0;58;27;426;381
95.0;59;12;405;396
89.0;72;13;347;288
95.0;53;22;248;281
97.0;58;10;399;391
91.0;60;12;354;331
81.0;51;12;394;403
94.0;38;21;290;242
84.0;59;28;342;352
83.0;56;14;196;155
94.0;67;13;291;287
79.0;48;14;214;206
91.0;49;13;256;218
93.0;43;7;194;207
84.0;62;7;283;261
86.0;55;14;324;310
87.0;56;13;338;300
89.0;54;21;364;375
93.0;64;20;395;348
81.0;62;12;322;307
80.0;56;15;359;342
84.0;54;13;372;354
86.0;63;12;352;351
90.0;59;11;257;243
98.0;69;14;271;216
83.0;57;17;230;202
64.0;107;12;290;310
89.0;38;10;371;333
100.0;55;8;468;443
76.0;49;12;200;182
90.0;49;11;297;280
90.0;67;15;333;262
95.0;24;15;186;185
76.0;44;10;183;181
96.0;57;12;311;270
90.0;49;13;390;384
83.0;79;14;338;341
74.0;23;11;157;128
70.0;64;26;203;175
82.0;46;13;371;334
70.0;53;40;352;349
97.0;103;10;609;592
80.0;59;11;194;224
83.0;61;11;238;202
79.0;49;12;285;292
92.0;56;14;196;155
88.0;50;14;270;210
82.0;56;12;276;274
85.0;50;12;176;188
83.0;60;26;337;305
94.0;22;10;242;231
87.0;55;13;336;310
87.0;33;7;242;215
88.0;62;14;321;335
93.0;64;10;415;433
84.0;99;13;308;274
86.0;50;12;486;438
95.0;61;12;425;391
90.0;58;12;310;310
80.0;58;13;403;365
76.0;47;10;167;156
92.0;99;11;297;286
90.0;55;12;210;222
80.0;59;13;265;248
86.0;47;23;396;392
77.0;62;13;205;212
79.0;63;13;303;305
99.0;44;12;178;177
87.0;61;1;331;308
94.0;57;13;298;351
62.0;81;13;315;308
92.0;57;12;208;193
82.0;63;12;361;264
92.0;53;12;178;227
92.0;55;14;294;225
88.0;60;15;401;370
91.0;60;12;378;391
85.0;34;13;297;270
63.0;53;12;233;265
62.0;72;10;481;418
96.0;48;12;238;218
85.0;33;14;259;275
95.0;31;10;408;395
80.0;65;12;325;323
83.0;79;14;339;322
79.0;32;12;205;178
97.0;67;12;297;250
95.0;61;12;321;275
76.0;60;13;347;353
88.0;64;12;301;323
95.0;33;11;266;250
82.0;64;11;329;317
93.0;41;14;333;296
90.0;26;24;175;169
79.0;40;14;217;195
83.0;89;11;884;930
85.0;52;12;292;313
84.0;64;12;215;207
89.0;55;15;383;367
91.0;65;16;477;416
91.0;55;13;246;232
81.0;38;12;276;247
92.0;47;12;395;339
91.0;65;13;480;455
82.0;64;12;288;255
87.0;55;18;336;282
81.0;26;12;268;256
96.0;50;4;306;294
79.0;59;13;361;418
85.0;52;12;270;288
96.0;63;25;407;360
74.0;58;11;264;260
93.0;21;15;170;170
91.0;14;19;298;233
85.0;65;14;349;308
84.0;65;26;480;405
89.0;60;16;277;273
91.0;57;8;179;130
77.0;60;10;147;144
77.0;64;12;288;245
68.0;48;13;371;316
71.0;108;7;375;398
78.0;64;12;320;294
95.0;77;27;241;244
93.0;58;12;255;217
98.0;42;11;260;300
83.0;126;10;535;482
80.0;57;12;279;292
82.0;47;35;257;269
72.0;54;25;229;200
98.0;70;10;464;375
83.0;59;12;275;265
82.0;76;22;438;402
88.0;53;14;222;235
67.0;125;5;622;614
85.0;32;14;411;383
92.0;53;12;247;187
78.0;84;27;438;399
83.0;38;4;205;192
82.0;49;10;279;202
96.0;60;11;378;370
83.0;51;13;306;281
83.0;65;12;206;155
81.0;126;11;538;488
80.0;63;13;224;218
93.0;15;13;230;235
99.0;94;12;240;234
88.0;62;25;308;311
87.0;93;17;358;287
75.0;57;16;289;311
88.0;64;12;404;363
77.0;82;14;374;343
83.0;48;10;174;173
73.0;71;14;449;413
89.0;63;12;410;355
94.0;58;22;332;302
71.0;52;23;271;235
87.0;60;19;193;173
83.0;96;18;918;963
97.0;50;11;282;236
78.0;60;12;373;346
86.0;42;12;226;190
88.0;69;15;276;261
89.0;66;8;229;181
93.0;128;13;336;315
92.0;63;15;324;272
87.0;48;12;312;319
93.0;59;15;440;420
85.0;42;10;261;227
84.0;56;13;293;305
89.0;49;10;325;295
90.0;10;5;140;126
88.0;57;21;417;388
100.0;53;22;248;281
93.0;29;9;190;183
84.0;109;15;396;353
97.0;90;12;215;187
83.0;52;14;318;316
87.0;121;19;309;297
98.0;93;14;270;243
77.0;13;16;293;240
80.0;95;13;298;256
91.0;59;26;292;267
94.0;37;24;382;407
93.0;41;13;374;306
91.0;62;14;463;415
95.0;54;14;286;264
95.0;62;13;344;331
95.0;65;12;322;261
79.0;57;20;436;423
72.0;62;25;378;366
77.0;58;19;312;299
85.0;13;13;395;399
87.0;73;26;457;453
77.0;91;13;291;223
78.0;45;12;247;217
86.0;43;11;188;181
86.0;55;14;382;335
87.0;92;12;378;380
86.0;46;18;276;295
84.0;59;27;223;203
91.0;97;12;655;650
99.0;32;15;497;445
86.0;50;26;371;372
88.0;56;12;301;324
79.0;59;11;307;279
83.0;56;12;253;221
74.0;136;10;925;942
80.0;62;9;319;328
93.0;62;12;381;324
98.0;23;12;458;424
93.0;115;11;282;280
95.0;107;12;366;389
95.0;52;27;365;340
82.0;31;12;264;278
79.0;59;12;264;276
81.0;46;8;361;330
